artist_name	track_name	release_date	genre	lyrics	topic
twenty one pilots	neon gravestones	2018	rock	problem want follow underneath insane asylum wits cause wits problemsolving problem glorify opinion culture treat loss like right turn highest praise hang banner ceiling communicate engrave earlier grave optional neon gravestones neon gravestones neon gravestones bone problem twist people praise assist stream extra conversations lyric commercial	dark
grupo maximo grado	el hombre del equipo	2016	pop	sell feel fool go lead kind realise nice nice burn prarie know come time unwind somebody suffer know damage health fight worry know time guard shield care know damage health song incoming bring close leave haunt dream believe believe breathe breathe stop breathe breathe stop breathe breathe stop breathe	dark
all them witches	3-5-7	2017	blues	increasingly aware spoon invisible plate feed hand rely spoon invisible plate feed hand tell convince stomach focus iron focus focus focus iron focus spoon invisible plate feed hand spoon invisible plate feed hand spoon invisible plate feed hand	emotion
jesse royal	modern day judas	2017	reggae	come musical thing offspring people rate choose hate play card backbiters hypocritical twoside lass modern spreaders rumor afraid bleed like fight light shin time cause view wanna step shoe wish live feel  confuse ache know fake step bring closer grave like column easily shake certain unnu guide master defender fate ordain great teeth tongue gonna reward word shall profound screw want drown slew like goliath stone crown pisseth wall babylon shall escape time word wise choose right hinder foolish pride weapon form shall prospa prospa tell force ripe maga disrespect face disaster deny concoctions brew spliff neva sluu cashews paro narrow view forget jews friends tuff gong suppress truth absolute pollute	dark
caro emerald	never ever	2017	jazz	wrong right come away say perfect place like paradise ask speak like game hide seek take control paradise give little leave middle reminisce think leave deceive betray slay think leave deceive betray slay tell enemy string strangle dream leave scar paradise crack mirror wall take call suddenly go fault paradise impossible unreasonable think leave deceive betray slay think leave deceive betray slay give little leave middle reminisce think leave deceive betray slay think leave deceive betray slay	sadness
joe bonamassa	molly o'	2018	blues	ship fool sail wasn long till aground hear cry hear wail sound thousand souls take gently delve darkness cold like ghost past raise glass highest tide rise bear east glanmire sleepy irish suitcase redemption ticket ship go distress signal send twentytwo surge wall water turn graveyard blue like ghost past raise glass highest tide rise ship fool sail long till run aground hear mamas weep halifax london dance sacred wall watch black water rise ocean dead inside like ghost past raise glass lie truth fell roll gotta rise fall highest tide rise	dark
alfa mist	breathe	2017	jazz	destiny say prove mountains hear call star come night shine till morning daylight numb warm heart mouth breath eeeh mouth breath come sweet poetry dream freeze night forget call star come night shine till morning daylight numb warm heart mouth breath eeeh mouth breath	dark
jordan rakei	hiding place	2017	jazz	come watch night long come home tonight tonight heat stave warm lie lie lie clutch sword grip tight tight hide dark place rule forget trap maze hopelessly desperate hide dark place rule forget trap maze hopelessly desperate trap dream conven take take think dream wake secret hide dark place rule forget trap maze hopelessly desperate hide dark place rule forget trap maze hopelessly desperate hopelessly desperate hopelessly desperate hopelessly desperate hopelessly desperate	sadness
joe bonamassa	self-inflicted wounds	2018	blues	nerve blame mistake nerve open head weight yeah late night yeah pretend know selfinflicted wound yeah draw knife throw stone trust abuse selfinflicted wound away try tell lie away hold tear darling hold explain darling hold tryin pain selfinflicted wound draw knife throw stone trust abuse selfinflicted wound yeah look redemption hallow grind yeah pray forgiveness search selfinflicted wound draw knife throw stone trust abuse self inflict wound selfinflicted wound	sadness
kadhja bonet	delphine	2018	jazz	mean letter write read goodbye maybe strange hello know know distance confuse mind time mean grow pain feel lose lose know exactly right belong know distance confuse mind time time time little time time sick stop ice come favorite read matter sweet sweet know exactly know distance confuse mind time time time little time time know exactly know distance confuse mind time time	lifestyle
jason isbell and the 400 unit	chaos and clothes	2017	country	grind dark take take heart wrap round tree like lovers leave chaos clothe quiet corner rarely proof real despite struggle forget fight death friend black metal tshirts shield past breath friend monsters kill monsters kill choose place turn collar better frame face hate hate somebody know leave trail crumb know realize garden grow fight death friend airwaves grand battlefield past breath friend monsters kill monsters kill sleep build machine want hear dream night burn ferris wheel mean anybody guess lovers leave chaos clothe debris sort hell ghost mess fight death friend fight like chain wheel past breath friend monsters kill monsters kill	dark
